Date,Hour,State Library,Collins Place (South),Collins Place (North),Flagstaff Station,Melbourne Central,Town Hall (West),Bourke Street Mall (North),Bourke Street Mall (South),Australia on Collins,Southern Cross Station,Victoria Point,New Quay,Waterfront City,Webb Bridge,Princes Bridge,Flinders St Station Underpass,Sandridge Bridge,Birrarung Marr,QV Market-Elizabeth (West),Flinders St-Elizabeth St (East),Spencer St-Collins St (North),Spencer St-Collins St (South),Bourke St-Russell St (West),Convention/Exhibition Centre,Chinatown-Swanston St (North),Chinatown-Lt Bourke St (South),QV Market-Peel St,Vic Arts Centre,Lonsdale St (South),Lygon St (West),Flinders St-Spring St (West),Flinders St-Spark Lane,Alfred Place,Queen Street (West),Lygon Street (East),Flinders St-Swanston St (West),Spring St-Lonsdale St (South)
19/02/2015,14,27,834,542,1081,2299,3412,2848,2684,0,583,346,615,67,215,1794,2303,588,343,1159,2682,1528,430,972,703,1492,0,205,1456,753,459,191,247,443,499,undefined,4479,596
19/02/2015,15,29,721,665,1211,2501,3506,2596,2717,0,687,286,2162,90,185,2138,2399,671,376,874,2854,1824,440,860,801,1210,0,222,1783,700,377,247,241,311,450,undefined,4761,527
19/02/2015,16,39,806,1061,2387,2534,3459,2771,2503,0,1510,388,310,66,298,2160,3335,892,561,870,3462,2785,544,881,918,1159,0,139,1721,716,382,325,246,297,620,undefined,4838,433
19/02/2015,17,61,1338,1630,3797,2844,3692,3014,2472,0,2393,588,496,108,543,3165,5397,1609,1003,719,3776,3722,712,1192,1501,1318,0,220,2453,863,438,444,416,389,833,undefined,5524,575
19/02/2015,18,29,765,831,1635,2532,3000,2484,2084,0,975,355,589,160,371,2446,3393,1120,751,544,2909,2030,412,1151,1088,1543,0,195,1697,888,481,229,316,310,505,undefined,4551,376
19/02/2015,19,37,421,321,594,2076,2222,1673,1346,0,325,217,643,158,197,1770,1972,621,471,491,2194,1068,220,1253,550,1442,0,131,1322,987,575,83,143,188,297,undefined,3444,346
19/02/2015,20,31,307,196,315,2148,2313,1250,912,0,169,189,744,141,199,1691,1746,567,440,414,1900,704,171,1049,466,1450,0,124,1001,829,770,94,173,163,272,undefined,3104,206
19/02/2015,21,25,275,126,207,2102,2093,757,536,0,187,203,569,93,128,1447,1621,445,285,366,1600,595,134,1024,419,1268,0,146,799,752,741,105,129,156,200,undefined,2875,212
19/02/2015,22,15,215,96,139,1339,1522,414,305,0,58,99,241,72,48,1135,1312,380,159,267,1135,452,156,833,310,936,0,79,596,550,553,55,111,139,145,undefined,2018,146
19/02/2015,23,2,159,57,105,963,865,295,149,0,52,25,116,31,37,543,899,245,103,192,825,300,83,657,220,527,0,56,254,456,355,42,73,86,71,undefined,1598,90
20/02/2015,0,0,76,22,67,429,958,125,111,0,28,8,29,10,12,228,352,118,44,153,357,136,55,419,57,223,0,26,102,297,120,10,23,43,48,undefined,938,78
20/02/2015,1,0,28,9,27,241,231,36,65,0,6,2,9,2,7,110,128,52,20,105,175,48,26,202,43,115,0,24,64,167,68,7,10,15,18,undefined,386,16
20/02/2015,2,0,19,9,20,141,117,36,32,0,8,3,4,5,3,63,66,34,6,109,91,47,19,176,16,90,0,14,38,139,18,3,7,9,6,undefined,239,13
20/02/2015,3,1,7,1,20,125,104,36,15,0,2,2,8,0,0,51,63,21,15,42,61,19,1,206,4,38,0,5,57,118,10,0,13,12,16,undefined,267,8
20/02/2015,4,0,19,12,5,61,69,33,19,0,2,4,4,0,1,46,90,45,10,25,66,12,5,79,5,8,0,7,46,102,16,4,2,7,6,undefined,247,5
20/02/2015,5,0,60,28,87,76,96,36,16,0,37,21,12,2,22,124,211,93,44,83,131,188,38,45,90,17,0,10,127,79,19,10,19,20,12,undefined,331,21
20/02/2015,6,0,222,171,654,171,171,88,72,0,372,105,98,15,144,338,841,245,201,145,546,708,105,73,259,22,0,40,405,53,38,84,56,85,77,undefined,703,56
20/02/2015,7,0,770,777,1993,483,502,298,232,0,1302,289,190,39,259,945,2081,531,541,350,1231,1829,423,160,469,83,0,98,930,169,94,240,129,191,269,undefined,1718,233
20/02/2015,8,11,1905,1699,4803,944,1058,752,561,0,2641,461,367,72,395,1676,4182,1199,679,676,2477,3690,1033,328,952,275,0,181,1879,506,167,451,436,629,723,undefined,3127,722
20/02/2015,9,16,1163,926,2431,962,1368,898,906,0,1246,326,190,36,182,1090,2112,502,350,772,1723,2132,652,348,639,220,0,164,1049,318,182,297,235,478,528,undefined,2735,533
20/02/2015,10,12,839,537,927,912,1667,1421,1315,0,474,233,166,29,190,1067,1575,395,241,1056,1737,1514,440,379,469,375,0,283,797,467,199,164,163,329,593,undefined,2611,515
20/02/2015,11,22,731,455,850,1287,2237,1994,2057,0,389,210,214,58,198,1244,1791,320,303,1182,2193,1378,481,587,577,690,0,238,964,571,241,188,189,318,487,undefined,3000,413
20/02/2015,12,52,1660,716,1183,2436,3396,3267,3061,0,925,497,481,130,592,1599,2562,591,471,2046,2899,2082,589,1417,941,1406,0,388,1190,1065,365,274,338,874,837,undefined,3774,911
20/02/2015,13,166,1673,754,1406,2558,3804,3558,3774,0,1059,394,411,142,537,1889,2874,558,633,1875,3191,2213,910,1496,943,1386,0,347,1285,1138,532,301,388,916,840,undefined,4394,1040
20/02/2015,14,242,780,517,1012,2346,3445,2869,2753,0,597,281,280,77,264,1727,2456,495,417,1289,2824,1566,520,942,944,1034,0,259,1226,781,359,213,287,451,533,undefined,4048,591
20/02/2015,15,115,751,549,1348,2548,3474,2954,2801,0,706,286,262,83,257,2001,2776,652,458,1201,2936,1899,517,821,1002,1122,0,322,1356,805,374,219,336,286,633,undefined,4497,596
20/02/2015,16,38,904,940,2342,2630,3609,2981,2874,0,1441,404,301,82,360,2122,3687,882,687,1029,3468,2695,592,907,991,1103,0,159,1558,804,383,361,393,311,587,undefined,5057,510
20/02/2015,17,55,1215,1478,3264,2961,3954,3548,3014,0,1953,523,456,136,583,3348,5271,1419,1029,710,3777,3503,752,1157,1289,1192,0,250,2227,1012,512,433,450,471,839,undefined,5585,622
20/02/2015,18,44,763,666,1317,2830,3495,3040,2354,0,743,312,547,144,358,2899,3852,981,1220,519,3115,2088,417,1297,1047,1453,0,188,1753,1160,589,213,295,393,512,undefined,5168,517
20/02/2015,19,33,490,269,537,2528,3091,2180,1744,0,279,164,631,179,252,2623,2675,658,1372,476,2299,1166,274,1273,891,1498,0,185,1736,1211,710,143,246,318,385,undefined,4332,393
20/02/2015,20,31,391,205,304,2401,2855,1611,1328,0,166,125,777,157,193,2061,2231,641,538,423,2263,806,179,1255,883,1530,0,125,884,1111,1107,106,180,181,299,undefined,3492,325
20/02/2015,21,28,355,117,245,2680,2409,1019,678,0,163,147,539,219,164,2203,2453,638,819,428,2081,712,179,1192,823,1324,0,123,1107,1091,1294,89,182,200,326,undefined,3597,298
20/02/2015,22,35,306,109,238,1985,1770,565,465,0,115,86,423,144,84,2050,1898,594,1459,384,1653,605,194,1226,571,1176,0,84,993,998,1278,99,276,181,319,undefined,3367,279
20/02/2015,23,55,224,137,172,1837,1676,381,405,0,62,100,188,60,50,1385,1808,529,520,359,1370,497,184,1044,419,726,0,110,570,1008,822,58,127,130,407,undefined,3004,199
21/02/2015,0,24,103,63,122,1045,919,260,206,0,26,24,60,17,46,740,1063,335,254,265,833,277,87,678,282,448,0,55,203,650,383,31,40,70,241,undefined,2176,137
21/02/2015,1,26,74,19,62,549,495,183,129,0,23,18,35,3,23,326,417,124,108,233,453,87,59,558,124,278,0,20,125,402,226,5,43,26,185,undefined,1169,61
21/02/2015,2,20,20,27,51,264,315,90,103,0,11,7,17,4,5,185,206,100,83,176,253,45,36,322,51,109,0,26,77,276,69,5,12,17,204,undefined,857,42
21/02/2015,3,13,17,14,21,215,262,63,91,0,24,9,9,0,6,103,144,70,42,73,198,61,12,265,10,50,0,6,53,166,41,3,12,13,136,undefined,629,21
21/02/2015,4,6,13,7,21,123,136,49,27,0,14,4,8,1,9,66,109,77,19,82,128,30,12,158,15,48,0,21,34,77,36,5,10,15,19,undefined,339,10
21/02/2015,5,1,17,18,14,59,111,34,30,0,8,5,17,5,16,64,148,73,17,123,83,75,22,111,28,29,0,9,45,39,6,10,17,24,20,undefined,325,17
21/02/2015,6,0,60,21,32,102,127,44,54,0,43,14,44,7,27,96,284,104,69,172,192,179,57,76,95,33,0,23,76,53,18,20,16,67,29,undefined,414,26
21/02/2015,7,0,92,48,35,256,252,106,105,0,66,26,70,11,78,165,394,150,244,278,336,411,77,84,233,127,0,92,149,63,50,63,54,52,39,undefined,751,67
21/02/2015,8,2,146,86,84,417,452,277,305,0,25,64,123,30,130,401,589,217,247,511,894,628,167,170,280,128,0,191,393,203,72,95,80,77,81,undefined,1129,221
21/02/2015,9,17,182,105,131,697,980,724,749,0,46,59,195,32,139,607,904,293,330,855,1170,874,208,277,477,141,0,363,540,288,104,74,120,256,152,undefined,1909,150
21/02/2015,10,57,260,131,163,800,1614,1402,1386,0,82,69,343,59,152,1076,1284,382,356,1293,1731,1097,321,397,677,421,0,385,637,428,186,91,151,151,230,undefined,2683,211
21/02/2015,11,24,248,129,140,1293,2292,2185,2103,0,80,133,318,76,217,1463,1636,424,372,1626,2146,1236,256,527,691,1019,0,489,916,578,239,101,168,162,245,undefined,3123,278
21/02/2015,12,28,363,185,134,2116,2831,2620,2450,0,42,113,236,71,184,1796,1814,462,498,1786,2320,1223,213,728,876,1302,0,528,1267,731,373,93,124,168,195,undefined,4033,317
21/02/2015,13,44,284,165,149,451,3025,2817,2691,0,79,100,170,66,123,1818,1909,475,423,1732,2426,1000,208,767,745,1523,0,453,1198,643,350,103,167,117,137,undefined,4315,260
21/02/2015,14,28,249,135,141,0,3190,2992,2710,0,125,118,197,64,191,1931,2149,371,449,1388,2472,997,224,858,784,1533,0,357,1637,693,464,99,160,141,162,undefined,3955,238
21/02/2015,15,44,393,157,124,2353,2958,2758,2568,0,98,105,372,118,153,2081,2249,559,465,1001,2658,916,231,873,851,1038,0,247,1682,696,418,135,189,184,140,undefined,4087,325
21/02/2015,16,28,305,129,94,1762,2845,2579,2368,0,84,83,104,39,98,2032,2103,444,373,535,2303,859,274,859,638,820,0,204,1478,646,313,104,156,187,140,undefined,4061,429
21/02/2015,17,38,499,254,101,3025,3757,2536,2434,0,218,117,430,86,177,4062,2955,897,865,540,2989,1166,435,1072,983,1265,0,149,3199,1023,493,124,345,198,211,undefined,5407,331
21/02/2015,18,59,481,279,108,3394,3259,2207,1887,0,288,197,517,146,180,3766,2791,813,1663,512,2675,1216,285,1241,1016,1410,0,134,3111,1045,753,163,395,257,271,undefined,5018,376
21/02/2015,19,84,489,203,111,2741,3155,2163,1834,0,149,165,594,151,164,3385,2893,923,3072,522,2854,908,191,1571,779,1365,0,169,3332,1109,1144,124,447,161,275,undefined,4910,581
21/02/2015,20,94,582,318,126,3277,3876,2268,2119,0,153,166,776,228,131,3468,3169,1366,5173,532,2815,858,237,1748,838,1424,0,155,3727,875,1431,131,551,192,316,undefined,5233,527
21/02/2015,21,177,614,333,136,3866,4900,2514,2485,0,163,175,777,177,114,3791,5087,2211,8363,656,3260,790,199,2067,1107,1344,0,172,4149,934,1578,238,966,232,333,undefined,5308,840
21/02/2015,22,165,751,611,132,4079,4932,2986,2849,0,188,160,644,115,115,4808,5646,3045,9658,741,3339,1344,321,2213,1000,1274,0,196,4498,1025,1674,379,1363,338,518,undefined,4883,1026
21/02/2015,23,151,786,652,195,4187,4647,2219,2230,0,151,134,489,83,103,6614,5468,3194,10121,790,3393,1360,446,2162,954,1219,0,259,4595,1313,1424,436,1525,229,691,undefined,4660,1095
22/02/2015,0,127,497,374,169,3842,4247,1885,1993,0,144,149,188,52,67,5808,4582,2662,8441,865,3097,977,278,2148,883,906,0,187,4378,1229,968,302,1147,203,592,undefined,4992,818
22/02/2015,1,89,321,323,137,3351,3703,1775,1406,0,77,24,75,10,39,5129,3061,1616,6698,914,2453,436,211,2021,569,833,0,159,3979,1069,407,201,850,102,621,undefined,4953,726
22/02/2015,2,58,184,218,89,2689,2981,970,874,0,68,14,52,7,29,3862,2563,792,5630,556,2222,392,152,1542,276,663,0,99,3481,961,243,163,600,63,374,undefined,4807,374
22/02/2015,3,24,122,157,57,2222,2261,744,586,0,59,20,32,4,10,2800,1683,404,3206,327,1595,325,109,1148,127,396,0,92,2846,805,151,100,335,33,308,undefined,4152,213
22/02/2015,4,43,51,95,52,1655,1657,514,476,0,22,13,8,0,15,2137,1142,334,2246,268,1330,218,104,1079,85,296,0,41,2265,582,122,61,267,8,138,undefined,3668,137
22/02/2015,5,27,83,79,25,1295,1185,323,405,0,28,8,6,1,12,1588,592,174,1874,209,852,201,65,616,61,134,0,46,1977,467,37,65,193,44,122,undefined,2733,145
22/02/2015,6,11,59,55,32,889,883,185,197,0,12,18,22,3,10,1199,520,135,1178,180,670,147,73,336,90,101,0,36,1446,342,38,63,139,26,49,undefined,1806,116
22/02/2015,7,4,84,51,40,597,642,190,169,0,30,4,43,18,67,892,557,139,596,273,609,375,57,175,223,77,0,67,823,397,54,64,122,75,34,undefined,1727,68
22/02/2015,8,2,155,54,32,467,444,155,172,0,10,26,175,47,88,458,542,223,393,402,546,484,150,185,335,94,0,102,359,301,63,42,81,90,67,undefined,1158,80
22/02/2015,9,10,146,79,65,691,765,566,448,0,7,37,218,95,143,663,765,231,447,685,893,585,175,372,409,323,0,174,532,323,88,51,122,193,101,undefined,1492,147
22/02/2015,10,22,259,108,107,1110,1622,989,990,0,12,59,427,108,163,1165,1190,455,489,1051,1412,775,214,798,559,858,0,221,997,596,141,69,144,153,147,undefined,2550,254
22/02/2015,11,36,269,118,107,1635,2497,1949,1832,0,13,51,511,115,185,1747,1682,595,773,1223,1988,807,244,1670,728,1443,0,366,1295,1399,258,105,133,196,189,undefined,3527,302
22/02/2015,12,31,366,190,124,2226,2906,2318,2103,0,13,64,558,188,197,2060,1919,555,1798,1475,2298,912,192,2400,771,1521,0,337,1547,1718,284,140,265,139,208,undefined,4383,395
22/02/2015,13,59,329,132,121,2484,3147,2495,2294,0,68,68,458,192,148,2605,1953,633,2669,1487,2556,837,199,2286,774,1442,0,352,1969,1824,365,158,306,113,139,undefined,4809,399
22/02/2015,14,43,361,145,101,2217,2986,2592,2295,0,100,60,477,162,176,2708,2332,781,1828,1382,2317,805,158,2080,703,1511,0,280,2315,1796,626,215,271,90,124,undefined,4336,297
22/02/2015,15,51,349,129,122,2282,2947,2405,2471,0,106,54,365,121,128,2283,2326,717,842,1110,2182,899,216,1881,779,1177,0,227,1817,1628,580,164,269,169,128,undefined,3975,314
22/02/2015,16,34,367,173,92,2040,2701,1875,2140,0,93,33,344,115,141,2905,2049,611,1170,678,2287,821,160,1857,787,1138,0,146,2312,1510,904,152,396,133,165,undefined,3980,281
22/02/2015,17,27,269,112,109,1886,2276,1650,1567,0,72,50,404,115,134,2182,1930,596,706,410,1932,869,167,1264,771,1034,0,108,1500,1063,661,95,166,82,123,undefined,3231,270
22/02/2015,18,33,293,109,62,1913,1713,1199,863,0,105,54,436,187,96,1972,1571,516,1104,335,1655,612,112,1020,572,1148,0,102,958,1011,768,89,232,206,121,undefined,3107,190
22/02/2015,19,28,287,82,70,1836,1346,760,506,0,78,86,497,258,108,1527,1274,423,1871,323,1549,500,114,918,427,1052,0,79,619,1001,977,89,248,115,81,undefined,2972,240
22/02/2015,20,14,203,74,73,1713,1119,439,362,0,59,100,479,199,98,1353,1292,414,641,311,1252,441,134,790,331,928,0,83,385,898,1079,52,137,89,125,undefined,2231,207
22/02/2015,21,13,182,68,66,1428,1054,373,273,0,63,84,350,158,72,1290,1267,379,1282,265,1241,406,136,737,300,715,0,70,394,747,1068,57,185,82,86,undefined,2258,154
22/02/2015,22,9,244,86,58,1208,1076,293,327,0,68,52,179,49,43,1453,1508,510,4030,255,1664,395,117,586,222,452,0,76,437,571,684,322,956,98,94,undefined,3459,241
22/02/2015,23,3,148,53,84,792,741,233,204,0,67,38,155,39,53,1011,1003,324,2089,237,1265,327,133,524,175,215,0,82,313,432,398,156,385,77,111,undefined,2783,133
23/02/2015,0,0,54,20,46,440,307,84,107,0,32,23,89,11,12,249,330,115,96,142,449,140,87,311,107,143,0,37,101,303,138,29,48,29,25,undefined,827,58
23/02/2015,1,0,22,5,33,138,124,55,58,0,4,15,13,0,2,132,105,39,38,100,141,39,52,179,26,68,0,9,60,193,58,7,16,18,13,undefined,361,24
23/02/2015,2,2,20,7,12,63,56,34,22,0,12,4,2,5,7,34,75,21,16,47,38,21,23,100,20,41,0,4,18,146,28,5,7,13,9,undefined,166,11
23/02/2015,3,0,9,4,15,41,59,16,9,0,5,0,6,0,2,53,23,10,22,39,48,7,9,71,5,18,0,3,28,164,5,1,2,15,7,undefined,140,7
23/02/2015,4,0,11,3,8,38,38,22,12,0,2,2,5,1,0,47,42,36,40,32,42,32,2,75,11,12,0,3,58,205,14,8,11,6,3,undefined,178,21
23/02/2015,5,0,49,28,85,80,68,28,34,0,38,17,22,1,25,99,157,64,38,33,156,147,29,47,72,13,0,9,113,91,8,12,20,42,6,undefined,205,33
23/02/2015,6,0,235,186,563,144,154,105,67,0,281,88,73,16,93,291,640,209,186,89,491,578,117,80,241,27,0,22,322,70,21,55,60,72,50,undefined,572,56
23/02/2015,7,1,752,711,2036,404,513,253,230,0,1333,285,224,44,237,871,2124,544,525,190,1322,1914,431,140,679,80,0,64,886,180,75,180,123,266,262,undefined,1601,216
23/02/2015,8,12,2095,1779,5133,903,1199,738,660,0,2906,487,320,72,396,1835,4332,1273,750,417,2596,3979,1222,296,813,249,0,126,1880,391,197,552,291,597,692,undefined,3352,735
23/02/2015,9,8,1266,899,2462,937,1621,1153,835,0,1469,335,178,34,160,1161,2255,506,354,560,1932,2222,817,413,398,237,0,90,1080,394,210,355,226,575,477,undefined,2938,592
23/02/2015,10,13,754,399,938,1137,1968,1355,1316,0,493,175,186,30,125,1744,1364,350,332,634,1744,1578,516,438,406,413,0,97,1244,458,243,188,173,405,507,undefined,2952,509
23/02/2015,11,26,658,364,881,1309,2375,1649,1894,0,308,171,261,79,197,1482,1513,375,320,707,2057,1185,455,554,585,684,0,166,1064,535,240,170,200,391,516,undefined,2994,478
23/02/2015,12,50,1535,511,1168,2079,3401,2527,3062,0,680,285,238,57,368,2026,2074,456,394,1050,2728,1931,644,1236,647,1040,0,159,1387,1024,424,257,250,961,755,undefined,3866,1008
23/02/2015,13,55,1089,474,1160,1736,2919,2422,2546,0,527,253,93,14,182,1644,1817,346,146,721,2327,1537,453,990,461,848,0,136,1210,818,372,173,150,624,699,undefined,3949,720
23/02/2015,14,28,623,466,882,2022,2790,2401,2365,0,344,222,93,16,137,1882,2015,442,166,598,2505,1419,416,868,517,763,0,126,1247,671,279,156,189,292,508,undefined,4184,611
23/02/2015,15,184,654,540,1268,2062,2933,2240,2252,0,536,229,109,43,122,1498,2283,532,182,637,2573,1768,329,767,704,848,0,156,1184,678,326,170,152,271,477,undefined,4212,621
23/02/2015,16,247,839,925,2403,2156,2862,2127,2156,0,1477,344,224,40,206,1848,3025,770,332,629,2934,2734,474,788,848,850,0,133,1455,695,302,307,193,307,517,undefined,4280,684
23/02/2015,17,282,1332,1760,4075,2318,2778,2239,2126,0,2283,432,330,84,465,2738,4976,1496,829,622,3565,3912,663,975,1152,1046,0,202,2038,791,385,405,338,344,719,undefined,4606,596
23/02/2015,18,192,817,869,1700,2179,2277,1610,1407,0,885,231,408,70,339,1909,3015,945,826,599,2794,2048,409,967,793,1122,0,158,1320,751,440,174,219,306,438,undefined,3550,373
23/02/2015,19,187,386,254,579,1893,2198,912,807,0,254,151,214,63,122,1430,1628,421,286,489,1979,918,217,858,359,1127,0,148,1181,644,451,138,172,134,238,undefined,2770,309
23/02/2015,20,91,292,120,286,1665,1730,536,438,0,100,120,176,66,64,946,1265,286,94,356,1471,662,184,738,228,947,0,111,444,648,500,70,128,128,142,undefined,2160,231
23/02/2015,21,9,180,90,204,1307,1303,402,289,0,72,64,134,37,43,848,1312,255,82,286,1145,462,140,628,205,815,0,98,395,462,488,38,105,82,141,undefined,1694,134
23/02/2015,22,20,143,54,157,897,925,272,195,0,60,36,69,9,39,965,878,207,41,204,844,328,97,435,245,518,0,70,939,343,291,35,79,102,69,undefined,1258,94
23/02/2015,23,1,118,53,110,525,1123,137,136,0,42,9,50,11,6,239,679,165,17,153,577,201,72,275,92,261,0,41,129,238,142,17,33,43,58,undefined,1014,95
24/02/2015,0,0,79,17,43,247,344,54,54,0,4,7,20,2,5,109,249,77,24,111,201,81,32,203,27,214,0,16,54,107,61,60,18,17,17,undefined,501,42
24/02/2015,1,1,11,3,21,124,94,37,26,0,4,7,5,2,0,55,141,20,14,106,112,20,9,166,21,130,0,14,17,78,25,4,8,16,11,undefined,165,10
24/02/2015,2,2,17,2,12,71,50,15,11,0,1,2,5,2,1,45,48,20,11,51,75,18,17,65,12,85,0,12,11,63,11,1,6,5,4,undefined,136,11
24/02/2015,3,0,9,1,3,36,51,10,5,0,5,1,2,0,0,27,36,7,17,33,44,18,9,59,3,38,0,5,30,30,8,3,2,7,13,undefined,85,8
24/02/2015,4,0,15,2,2,34,31,10,4,0,5,0,7,0,1,32,92,29,2,27,42,37,2,35,8,13,5,1,40,29,11,5,6,4,0,undefined,115,10
24/02/2015,5,0,60,25,95,70,78,33,34,0,51,16,23,5,29,98,216,95,44,71,144,192,27,32,59,11,13,9,113,21,14,9,20,28,11,undefined,227,24
24/02/2015,6,0,222,205,699,157,203,108,71,0,410,114,108,10,135,348,954,271,183,152,535,687,136,91,277,31,20,42,300,60,38,65,79,95,88,undefined,658,67
24/02/2015,7,6,798,771,2194,463,534,310,229,0,1404,320,231,33,281,914,2244,594,567,260,1368,1965,455,149,596,108,50,93,881,148,83,215,133,254,220,undefined,1610,262
24/02/2015,8,24,1987,1856,5185,993,1197,690,607,0,2887,500,324,22,423,1804,4533,1335,869,625,2750,3728,991,318,1120,304,145,207,1920,475,250,434,255,493,815,undefined,3356,900
24/02/2015,9,18,1227,867,2707,1012,1292,887,731,0,1383,327,167,24,179,1032,2299,509,305,702,1796,2204,603,286,458,234,167,193,862,321,190,327,210,466,531,undefined,2556,653
24/02/2015,10,10,718,572,1171,1220,1800,1240,1129,0,502,212,192,54,142,917,1361,654,276,1000,1785,1608,548,378,381,416,253,201,776,446,254,188,182,331,553,undefined,2700,698
24/02/2015,11,16,674,438,958,1463,2199,1677,1659,0,378,202,155,64,173,1224,1512,408,314,1216,1868,1391,464,565,503,680,370,245,919,608,252,179,198,336,425,undefined,2935,583
24/02/2015,12,49,1445,629,1226,2470,3539,2688,2926,0,845,399,507,162,537,1474,2558,619,492,1976,2937,2089,756,1199,738,1107,669,338,1098,1083,394,290,322,992,871,undefined,3889,982
24/02/2015,13,46,1478,657,1563,2845,3635,3202,3520,0,852,333,461,112,430,1524,2499,636,771,1946,3118,1967,731,1371,829,1261,673,396,1244,1031,488,351,322,867,958,undefined,4339,1071
24/02/2015,14,47,766,505,1146,2608,3298,2721,2675,0,545,220,276,80,221,1649,2115,495,457,1233,3009,1594,481,968,690,1005,0,244,1213,782,367,206,267,368,630,undefined,4423,595
24/02/2015,15,47,603,596,1307,2660,3200,2660,2628,0,649,219,253,68,234,1865,2263,604,536,879,2971,1983,517,872,847,979,0,246,1566,652,423,207,237,326,510,282,4514,721
24/02/2015,16,65,724,1027,2421,2647,3274,2647,2603,0,1513,422,260,93,282,2142,3187,864,578,738,3280,2751,559,981,949,999,0,201,1708,727,329,319,272,342,620,246,4870,721
24/02/2015,17,63,1402,1709,4142,2932,3385,2932,2515,0,2411,558,381,110,525,2974,5251,1620,1115,731,3977,3840,846,1192,1551,1058,0,248,2344,856,435,475,376,384,832,263,5468,566
24/02/2015,18,42,905,848,1848,2355,2850,2355,1707,0,1087,267,376,72,364,2075,3151,1026,1108,614,3204,2137,434,1278,967,1206,0,192,1730,900,471,307,375,337,499,301,4545,634
24/02/2015,19,32,438,342,703,1195,2429,1195,809,0,345,151,340,100,195,1339,1836,606,1319,504,2284,1055,279,1215,545,1175,0,167,719,794,809,215,245,180,317,321,3511,425
24/02/2015,20,27,352,202,291,565,2010,565,435,0,169,108,264,67,129,1085,1409,412,218,369,1815,687,166,955,417,970,0,131,649,635,727,70,170,119,174,344,2807,208
24/02/2015,21,23,222,112,210,1484,1379,391,356,0,104,93,217,50,76,1035,1252,270,101,305,1248,510,195,708,308,752,0,102,669,550,563,64,97,117,157,294,2175,211
24/02/2015,22,17,166,62,167,1028,956,260,261,0,60,71,138,45,37,625,989,258,81,181,918,314,115,505,214,477,0,57,330,461,444,32,69,142,79,150,1618,153
24/02/2015,23,4,147,53,87,752,1234,159,188,0,38,41,60,10,13,558,712,229,1477,173,760,282,80,534,128,314,0,48,287,349,193,129,259,117,68,63,1950,121
25/02/2015,0,3,53,14,42,317,329,68,72,0,16,7,25,3,14,190,266,84,45,118,343,117,47,225,48,123,0,41,74,145,108,14,29,30,34,30,643,35
25/02/2015,1,0,35,8,29,142,176,39,40,0,1,7,11,4,4,64,99,41,16,64,74,29,38,140,31,48,0,22,50,74,62,2,4,17,17,10,251,21
25/02/2015,2,1,11,5,10,70,55,14,13,0,1,7,13,4,0,36,36,18,9,28,32,23,15,64,20,22,11,11,27,55,20,5,6,13,8,15,113,11
25/02/2015,3,0,8,2,15,29,42,16,18,0,1,11,7,2,2,37,33,19,20,32,54,10,5,75,8,23,6,3,44,34,4,2,9,14,16,3,181,2
25/02/2015,4,0,8,5,6,29,43,7,19,0,8,2,4,1,1,49,70,37,19,42,27,31,12,16,24,10,5,1,55,47,12,7,6,6,10,5,188,6
25/02/2015,5,1,72,28,99,63,76,33,24,0,44,19,9,2,30,90,205,96,47,30,126,157,24,35,40,10,3,5,110,9,6,12,27,25,17,7,333,135
25/02/2015,6,7,238,191,687,162,196,99,82,0,350,109,78,9,144,344,880,266,216,89,562,722,134,85,260,23,19,25,374,57,38,62,56,108,66,21,729,257
25/02/2015,7,34,797,812,2291,428,514,287,204,0,1387,272,227,37,270,946,2184,581,521,219,1319,1972,452,168,589,72,74,76,910,214,100,229,150,239,234,49,1621,266
25/02/2015,8,87,2002,1777,5095,999,1230,780,621,0,2798,474,325,65,391,1855,4415,1313,816,464,2632,3874,982,300,1097,282,152,194,1722,383,224,452,300,527,776,143,3462,784
25/02/2015,9,18,1168,881,2703,1057,1367,1023,811,0,1453,304,196,20,155,1533,2329,535,374,560,1862,2095,592,289,536,283,181,132,1478,308,199,329,248,359,577,173,2993,597
25/02/2015,10,12,801,498,980,1225,2045,1497,1275,0,492,1340,238,44,130,1294,1542,479,305,588,1741,1520,486,477,472,494,192,150,1179,466,250,185,225,267,570,217,2929,647
25/02/2015,11,32,686,457,916,1590,2458,1895,1861,0,408,273,329,92,203,1435,1569,411,320,863,2072,1443,430,545,568,663,0,150,1246,626,237,173,202,257,519,206,3298,541
25/02/2015,12,47,1674,722,1206,2750,3471,3254,3052,0,1006,502,411,115,538,1979,2455,616,587,1234,2999,2107,690,1255,808,1189,0,212,1686,1122,458,304,353,802,853,376,4306,1056
25/02/2015,13,63,1563,645,1547,2753,3725,3434,3503,0,902,441,353,111,511,1911,2431,956,632,1206,3257,2033,738,1339,944,1314,0,207,1650,1102,469,371,404,794,695,427,4666,1016
25/02/2015,14,31,842,547,1055,2464,3366,2826,2515,0,581,244,269,56,229,1858,2328,483,410,869,2872,1538,415,867,742,990,0,234,1669,741,377,252,277,356,477,298,4494,589
25/02/2015,15,31,711,578,1367,2543,3380,2642,2368,0,664,252,182,56,222,2113,2413,559,340,698,2759,1987,451,840,732,1123,0,156,1961,744,473,219,213,289,513,220,4887,669
